1  ,  580
2  ,  210
3  ,  344
4  ,  358
5  ,  395
6  ,  638
7  ,  444
8  ,  228
9  ,  349
10 ,  304
11 ,  379
12 ,  384
13 ,  289
14 ,  610
15 ,  399
16 ,  355
17 ,  348
18 ,  439
19 ,  541
20 ,  389
21 ,  459
22 ,  318
