,CC,CT,Wind
A,30.35,54.81,-29.18
B,30.35,54.81,-29.18
C,30.35,54.81,-29.18
D,30.35,54.81,-29.18
E,30.35,54.81,-29.18
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
