               1                 2                 3                 4                 5                 6                  7                 8                  9                 10                11                12                13                14                15                16                17                18                19                20                21                22
CC   .    A    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
CC   .    B    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
CC   .    C    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
CC   .    D    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
CC   .    E    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
CT   .    A    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
CT   .    B    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
CT   .    C    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
CT   .    D    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
CT   .    E    1                 1                 1                 1                 1                 1                  1                 1                  1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1                 1
wind .    A    0.362503338458095 0.124754562086545 0.141683515341868 0.344597921431403 0.19253661401805  0.147948836637658  0.128332128889896 0.137051968015149  0.36546064811914  0.397722850219723 0.1750829901265   0.158889698631822 0.133479379399972 0.365359950341295 0.375052395411133 0.177679681637867 0.146371464234204 0.244700756831476 0.328680820200513 0.155130030154138 0.361873213855698 0.346415913649788
wind .    B    0.3960920978021   0.142901776857931 0.114124280472555 0.386449077911417 0.194493559877322 0.0997464799513802 0.097879237598874 0.080976950812565  0.35356070558959  0.396607427829456 0.196276081607144 0.101496016815613 0.151468489575839 0.395259385193388 0.407570250880492 0.17504426616602  0.102015443526227 0.248846123026831 0.366957101521142 0.101706470904347 0.389412119486875 0.382781270667017
wind .    C    0.384677440508048 0.120113096377063 0.143233002163808 0.378214880274982 0.189718586937421 0.114005411871887  0.129188538384546 0.0951632564236819 0.355086364152489 0.376228634995484 0.192510001911472 0.128277778179529 0.135079097570331 0.393725873385455 0.403480947092878 0.162859520129886 0.112738503045742 0.235835855398766 0.365511499840655 0.113181091184061 0.374044256052334 0.363224321058889
wind .    D    0.458979095015601 0.197517375711036 0.330937411215815 0.409711176823807 0.327959024277153 0.300720812270927  0.351606977833591 0.282141639832663  0.476396377556042 0.438610619876556 0.36614877896124  0.407900056855559 0.272483706572654 0.462067223956405 0.438962791746686 0.319802752242648 0.41080706703064  0.382037488582221 0.41298813077976  0.376933699794995 0.410822332860427 0.330702713108608
wind .    E    0.532947002456646 0.273802562705531 0.185290624910082 0.528352090002796 0.366900629300902 0.190283792473206  0.19183319144528  0.190457717902816  0.481053846597289 0.545061396898012 0.33428305431746  0.218625764134649 0.303186498435014 0.54671282810698  0.531744279374862 0.31602361620575  0.240962916046974 0.403737706512341 0.500749616550504 0.213730501898735 0.524908813024538 0.530186065715689
*
